Protein	dC	links	p.value	q.value
WP_003518533.1	0.638886016276589	35	0.304803370786517	0.331328244274809
WP_003518536.1	0.7939347199029	4	0.0431530898876405	0.0928247734138973
WP_003518538.1	0.860180455480258	15	0.012563202247191	0.0498328690807799
WP_003518540.1	0.787636461784046	5	0.0484831460674157	0.0991954022988506
WP_003518542.1	0.669505159836627	14	0.237633426966292	0.272455716586151
WP_003518549.1	0.73162423410638	105	0.117282303370787	0.171292307692308
WP_003518554.1	0.825164147731619	22	0.0241643258426966	0.0660460652591171
WP_003518557.1	0.704613276771549	18	0.164248595505618	0.211856884057971
WP_003518575.1	0.754983029045071	23	0.0832022471910112	0.138735362997658
WP_003518584.1	0.80568358716574	28	0.0349438202247191	0.0811745513866232
WP_003518588.1	0.866556683380515	6	0.0111797752808989	0.0469117647058824
WP_003518590.1	0.938763346840758	4	0.00277387640449438	0.0332231404958678
WP_003518592.1	0.853669774758596	7	0.0143328651685393	0.053289817232376
WP_003518593.1	0.71723283056773	24	0.140997191011236	0.192133971291866
WP_003518595.1	0.872928043938236	34	0.00978932584269663	0.0434267912772586
WP_003518601.1	0.799576767415367	27	0.0390098314606742	0.086124031007752
WP_003518603.1	0.83602177429492	31	0.0197542134831461	0.0601273885350319
WP_003518605.1	0.733260080030951	23	0.114712078651685	0.168760330578512
WP_003518607.1	0.712879584009682	60	0.149213483146067	0.199887111947319
WP_003518614.1	0.834891189908394	20	0.0201474719101124	0.060146750524109
WP_003518616.1	0.834408863994694	4	0.020372191011236	0.0605636743215031
WP_003518620.1	0.911094257768074	1	0.00459269662921348	0.0350785340314136
WP_003518624.1	0.931123571922201	29	0.00317415730337079	0.0335555555555556
WP_003518626.1	0.7359468857333	17	0.110568820224719	0.165562565720294
WP_003518631.1	0.770567879576369	42	0.0650210674157303	0.119151670951157
WP_003518633.1	0.64422535972285	9	0.293061797752809	0.320522273425499
WP_003518635.1	0.707432904749259	9	0.159101123595506	0.20696803652968
WP_003518637.1	0.755822043314408	6	0.0818890449438202	0.137836879432624
WP_003518639.1	0.784183948356486	16	0.0517977528089888	0.102684283727399
WP_003518642.1	0.561356678267293	4	0.459852528089888	0.472119682768565
WP_003518649.1	0.908330724416871	11	0.00485955056179775	0.0353061224489796
WP_003518650.1	1.01887543696613	3	0.000519662921348315	0.0205555555555556
WP_003518652.1	0.651267905758501	12	0.277949438202247	0.308255451713396
WP_003518655.1	0.823243261428953	32	0.0250772471910112	0.0672504708097928
WP_003518656.1	0.934678045464379	49	0.00299859550561798	0.0335555555555556
WP_003518658.1	0.751039803046349	4	0.0883848314606742	0.143675799086758
WP_003518660.1	0.741023873208388	51	0.102858146067416	0.158345945945946
WP_003518662.1	0.697118231908473	21	0.17940308988764	0.224885563380282
WP_003518669.1	0.785881898183203	39	0.0501544943820225	0.101161473087819
WP_003518671.1	0.883823078680615	2	0.00785112359550562	0.0395053003533569
WP_003518679.1	0.772066822816677	10	0.0634058988764045	0.117872062663185
WP_003518681.1	0.835109850668462	46	0.0200702247191011	0.060146750524109
WP_003518684.1	0.664392621667977	47	0.248841292134831	0.282108194112967
WP_003518688.1	0.941202060848364	27	0.00260533707865169	0.0322608695652174
WP_003518690.1	0.678668016249074	130	0.217436797752809	0.254003281378179
WP_003518706.1	0.761016809024742	16	0.0753651685393258	0.131012195121951
WP_003518709.1	0.601897322166526	8	0.382464887640449	0.400183688464364
WP_003518712.1	0.869444197489889	9	0.0105758426966292	0.0459146341463415
WP_003518714.1	0.730635962666428	16	0.118785112359551	0.172426095820591
WP_003518716.1	0.559085727273162	4	0.464164325842697	0.475517985611511
WP_003518722.1	0.879899043133377	9	0.00854634831460674	0.0416382252559727
WP_003518724.1	0.820403540451761	6	0.0265941011235955	0.0689799635701275
WP_003518725.1	0.675433428965662	7	0.22435393258427	0.260179153094463
WP_003518726.1	0.714917311529965	60	0.145379213483146	0.196227488151659
WP_003518738.1	0.787816658024413	37	0.0482794943820225	0.0990071942446043
WP_003518740.1	0.911652185051179	42	0.0045435393258427	0.0350785340314136
WP_003518743.1	0.752310856287584	7	0.0866994382022472	0.142728323699422
WP_003518745.1	NA	0	0	0
WP_003518751.1	0.838763056776279	9	0.018813202247191	0.0597117516629712
WP_003518755.1	0.32563329029332	6	0.929044943820225	0.929697821503865
WP_003518757.1	0.908428293200696	9	0.00483848314606742	0.0353061224489796
WP_003518761.1	0.803226345775397	118	0.0365168539325843	0.0828025477707006
WP_003518763.1	0.711336124107302	9	0.151832865168539	0.201255813953488
WP_003518801.1	0.932643336457357	34	0.00313202247191011	0.0335555555555556
WP_003518803.1	0.712446591095054	66	0.149908707865169	0.200441314553991
WP_003518807.1	0.917957959847452	12	0.00407303370786517	0.0350785340314136
WP_003518809.1	0.812767506904055	46	0.0305337078651685	0.0740715502555366
WP_003518813.1	0.61308106910545	8	0.359417134831461	0.37996288047513
WP_003518814.1	0.811985364415926	14	0.0309901685393258	0.0746700507614213
WP_003518853.1	0.830445685264101	48	0.0219241573033708	0.0626907630522088
WP_003518855.1	0.751432582804383	14	0.0877808988764045	0.143524684270953
WP_003518858.1	0.497624679832895	6	0.575091292134831	0.583283475783476
WP_003518863.1	0.804174740976671	34	0.0358075842696629	0.0817467948717949
WP_003518865.1	0.69227143700177	25	0.189234550561798	0.231702493551161
WP_003518866.1	0.768000061596811	11	0.0678160112359551	0.121931818181818
WP_003518875.1	0.836136760862459	7	0.0197120786516854	0.0601273885350319
WP_003518876.1	0.907962982266216	56	0.00490870786516854	0.0354773869346734
WP_003518885.1	0.723318138134863	3	0.13063202247191	0.183090551181102
WP_003518893.1	0.866505835553222	9	0.0112008426966292	0.0469117647058824
WP_003518895.1	0.714105131572712	17	0.146945224719101	0.197965941343425
WP_003518897.1	0.904219429987595	5	0.00523876404494382	0.0358018867924528
WP_003518898.1	0.947366453615966	30	0.00228230337078652	0.03125
WP_003518900.1	0.707876208747343	11	0.158314606741573	0.206871559633028
WP_003518901.1	0.873149154406467	43	0.00976123595505618	0.0434267912772586
WP_003518903.1	0.701248916580953	3	0.17126404494382	0.21775
WP_003518906.1	0.917910080727714	38	0.00408707865168539	0.0350785340314136
WP_003518914.1	0.741043818207994	7	0.102816011235955	0.158345945945946
WP_003518917.1	0.703338151251127	4	0.167015449438202	0.214261261261261
WP_003518927.1	0.697641513085287	80	0.178426966292135	0.224254192409532
WP_003518935.1	0.826436304834938	22	0.0237008426966292	0.0653179190751445
WP_003518955.1	0.5480853017026	8	0.485512640449438	0.494896206156049
WP_003518957.1	0.761337423935431	18	0.0750491573033708	0.130992647058824
WP_003518959.1	0.88428923120648	12	0.00777387640449438	0.0395017793594306
WP_003518963.1	0.755433339966769	21	0.082436797752809	0.138268551236749
WP_003518976.1	0.793108501766466	11	0.0438061797752809	0.0935232383808096
WP_003518982.1	0.856550180748454	75	0.0135744382022472	0.0518617021276596
WP_003519002.1	0.784493282784575	3	0.0515168539325843	0.10231520223152
WP_003519003.1	0.800147389777121	4	0.0386657303370787	0.0857632398753894
WP_003519008.1	0.693616981669748	9	0.186355337078652	0.229162348877375
WP_003519009.1	0.765068262800436	102	0.0707865168539326	0.126
WP_003519012.1	0.401220841115921	16	0.754852528089888	0.758046544428773
WP_003519027.1	0.721518718182081	56	0.13377106741573	0.186207233626588
WP_003519031.1	0.689517582703823	77	0.19499297752809	0.236786018755328
WP_003519032.1	0.649136560291094	3	0.282310393258427	0.312509712509712
WP_003519033.1	0.452819858695667	2	0.652921348314607	0.657074204946996
WP_003519037.1	0.99721311888811	9	0.000814606741573034	0.0236734693877551
WP_003519039.1	0.648740217596684	2	0.28315308988764	0.313051242236025
WP_003519055.1	0.76300778320143	21	0.0731109550561798	0.128689740420272
WP_003519056.1	0.768332059659531	90	0.0673876404494382	0.121795195954488
WP_003519057.1	0.733687115240802	106	0.114058988764045	0.168310880829016
WP_003519058.1	0.914547592303121	106	0.00436095505617977	0.0350785340314136
WP_003519059.1	0.760122360419881	19	0.0765098314606742	0.132060606060606
WP_003519061.1	0.760990919627626	7	0.0754073033707865	0.131012195121951
WP_003519067.1	0.893750197681615	39	0.00643258426966292	0.0376954732510288
WP_003519072.1	0.827985557350688	26	0.0229564606741573	0.0640980392156863
WP_003519075.1	0.905648647116098	6	0.00511938202247191	0.0358018867924528
WP_003519089.1	0.802515656167216	34	0.0370154494382022	0.0836666666666667
WP_003519094.1	0.926654824691329	85	0.00349016853932584	0.0339102564102564
WP_003519098.1	0.857995899035365	21	0.0130969101123596	0.0508174386920981
WP_003519104.1	0.510809298508441	6	0.552401685393258	0.561470378301213
WP_003519106.1	0.609190977081167	28	0.367422752808989	0.38584808259587
WP_003519111.1	0.791993036525974	88	0.0447893258426966	0.0946290801186944
WP_003519113.1	0.734076583586762	32	0.113405898876404	0.167694704049844
WP_003519130.1	0.739344019530211	13	0.105344101123596	0.160610278372591
WP_003519132.1	0.969964556892823	6	0.0014185393258427	0.025875
WP_003519133.1	0.685082892394038	9	0.204051966292135	0.244793597304128
WP_003519135.1	0.87529548569459	13	0.00929775280898876	0.0432679738562092
WP_003519138.1	0.751324225370702	13	0.0879283707865169	0.143589449541284
WP_003519140.1	0.771701762021071	108	0.0637851123595506	0.118033635187581
WP_003519144.1	0.794692515146961	13	0.0425351123595506	0.0917727272727273
WP_003519151.1	0.888195303008221	13	0.00719803370786517	0.0389179104477612
WP_003519155.1	0.760984633732412	74	0.0754424157303371	0.131012195121951
WP_003519168.1	0.899460029119659	5	0.00580056179775281	0.0372888888888889
WP_003519170.1	0.840416820580669	3	0.0182373595505618	0.0591571753986333
WP_003519180.1	0.459352446999371	14	0.64126404494382	0.64671388101983
WP_003519194.1	0.838408361504081	18	0.0189115168539326	0.0597117516629712
WP_003519202.1	NA	0	0	0
WP_003519204.1	0.686413716855016	87	0.20127106741573	0.242136824324324
WP_003519228.1	0.910207200436904	94	0.00467696629213483	0.0350785340314136
WP_003519233.1	0.777267362006438	8	0.0578581460674157	0.11
WP_003519236.1	0.786660482088573	6	0.0494241573033708	0.1002849002849
WP_003519238.1	0.821242553786067	5	0.0261727528089888	0.0682600732600733
WP_003519241.1	0.751513725809078	22	0.0876825842696629	0.143524684270953
WP_003519255.1	0.834692701204466	8	0.0202387640449438	0.0602928870292887
WP_003519257.1	0.968307046246397	5	0.00145365168539326	0.025875
WP_003519285.1	0.721531075267449	19	0.13375702247191	0.186207233626588
WP_003519286.1	0.79379344900777	7	0.0432584269662921	0.0929110105580694
WP_003519292.1	1.05347732906984	8	0.000189606741573034	0.0128571428571429
WP_003519296.1	0.858406087655833	119	0.0129494382022472	0.0504644808743169
WP_003519322.1	0.826349805973677	86	0.0237289325842697	0.0653179190751445
WP_003519329.1	0.711278953034363	46	0.151931179775281	0.201255813953488
WP_003519332.1	0.717594607923439	39	0.140386235955056	0.191852207293666
WP_003519334.1	0.830923272470768	15	0.021748595505618	0.062635814889336
WP_003519337.1	0.593038880605049	5	0.399613764044944	0.415668371073776
WP_003519349.1	1.0348364321528	8	0.000330056179775281	0.0161290322580645
WP_003519369.1	0.60647094452957	21	0.373167134831461	0.391303387334315
WP_003519374.1	0.902782238180729	49	0.00536516853932584	0.035868544600939
WP_003519375.1	0.757188352399423	6	0.0802317415730337	0.135688836104513
WP_003519383.1	0.895100600019616	22	0.00626404494382022	0.0376050420168067
WP_003519385.1	0.906028100691839	4	0.00509831460674157	0.0358018867924528
WP_003519391.1	0.855013791011611	40	0.0139466292134831	0.052401055408971
WP_003519398.1	0.813533204465808	46	0.0301825842696629	0.0738054607508533
WP_003519421.1	0.880217163453055	18	0.00852528089887641	0.0416382252559727
WP_003519427.1	0.662266271716011	23	0.253567415730337	0.286344171292625
WP_003519429.1	0.646161767649626	11	0.288637640449438	0.316900539707016
WP_003519431.1	0.778541554199526	3	0.0566994382022472	0.108827493261456
WP_003519433.1	0.694431508831971	5	0.184634831460674	0.227972270363951
WP_003519434.1	NA	0	0	0
WP_003519444.1	0.943940678858897	11	0.00245084269662921	0.0321100917431193
WP_003519476.1	0.8876381798043	82	0.00731039325842697	0.0389179104477612
WP_003519477.1	0.652773365420516	78	0.274571629213483	0.3054609375
WP_003519478.1	0.666677391175618	53	0.243658707865169	0.277132587859425
WP_003519558.1	0.755262060193398	28	0.0826966292134831	0.13849765258216
WP_003519574.1	0.712603317680852	27	0.149648876404494	0.200281954887218
WP_003519663.1	0.86384985439268	34	0.0117134831460674	0.0479310344827586
WP_003519665.1	0.873465633967301	74	0.00969803370786517	0.0434267912772586
WP_003519740.1	0.81124615460117	2	0.0314606741573034	0.0752348993288591
WP_003519966.1	0.843976442863746	5	0.0170365168539326	0.0572169811320755
WP_003520176.1	0.736505772218289	5	0.109810393258427	0.16477344573235
WP_003520198.1	0.758869663892563	10	0.0782584269662921	0.133853541416567
WP_003520265.1	0.731339625706889	5	0.117682584269663	0.171700819672131
WP_003520327.1	0.816236144820999	7	0.0287640449438202	0.0719859402460457
WP_003520339.1	0.923913690721917	42	0.00366573033707865	0.0339102564102564
WP_003520364.1	0.909997201447883	5	0.00469101123595506	0.0350785340314136
WP_003520369.1	0.869713162255236	6	0.0105056179775281	0.0457492354740061
WP_003520372.1	0.730819079894211	5	0.118560393258427	0.172275510204082
WP_003520408.1	0.953379390550206	33	0.00201544943820225	0.0297938144329897
WP_003520409.1	0.749135087679454	1	0.0909691011235955	0.146538461538462
WP_003520446.1	0.711412943032856	13	0.151706460674157	0.201255813953488
WP_003520472.1	0.555409802783257	13	0.470926966292135	0.48151471643934
WP_003520526.1	0.89607779332002	15	0.00617977528089888	0.0376050420168067
WP_003520552.1	0.738456384482385	2	0.106776685393258	0.161914893617021
WP_003520554.1	0.864343463682915	23	0.0116151685393258	0.0476657060518732
WP_003520602.1	0.626345453376948	133	0.331811797752809	0.354996243425995
WP_003520661.1	0.689484411045631	111	0.195049157303371	0.236786018755328
WP_003520701.1	0.744946842634252	12	0.0969873595505618	0.152778390297685
WP_003520705.1	0.85164227910273	7	0.0149508426966292	0.0545897435897436
WP_003520721.1	0.886229440761153	7	0.00748595505617978	0.0390842490842491
WP_003520766.1	0.743505863891007	88	0.0990519662921348	0.154829857299671
WP_003520797.1	0.676302189230197	6	0.22251404494382	0.259044117647059
WP_003520820.1	0.97336157273555	49	0.00132022471910112	0.0254054054054054
WP_003520894.1	0.852731059442168	6	0.0145856741573034	0.0536340206185567
WP_003520913.1	0.856360903878427	7	0.0136025280898876	0.0518617021276596
WP_003520929.1	1.00830368660303	5	0.000674157303370786	0.0223255813953488
WP_003520957.1	0.860877961043219	33	0.0123946629213483	0.0493016759776536
WP_003520963.1	0.889080494664767	16	0.00709269662921348	0.0388461538461538
WP_003520966.1	0.785977169776679	11	0.0500280898876405	0.101049645390071
WP_003520969.1	0.890904816451291	9	0.00682584269662921	0.038046875
WP_003520980.1	0.563989085308942	7	0.454775280898876	0.467581227436823
WP_003520981.1	0.678997662064711	8	0.216664325842697	0.253448275862069
WP_003520986.1	0.684310699431163	57	0.205667134831461	0.245834031852473
WP_003521100.1	0.856168121340127	5	0.0136587078651685	0.0518617021276596
WP_003521121.1	0.73509900382091	26	0.111959269662921	0.166767782426778
WP_003521161.1	0.915657097976712	3	0.00428370786516854	0.0350785340314136
WP_003521200.1	0.728462916530899	10	0.122099719101124	0.175449041372351
WP_003521203.1	0.77248883758989	22	0.0630196629213483	0.117460732984293
WP_003521232.1	0.893799439923936	7	0.00642556179775281	0.0376954732510288
WP_003521240.1	0.561448065858991	7	0.459599719101124	0.472119682768565
WP_003521254.1	0.809912961902727	25	0.0322050561797753	0.0763227953410982
WP_003521255.1	0.755492519856457	16	0.0823595505617978	0.138268551236749
WP_003521330.1	0.630724579315606	86	0.322731741573034	0.347895533686601
WP_003521553.1	0.861044506666798	10	0.0123595505617978	0.0492997198879552
WP_003521649.1	0.835683021054324	4	0.0198876404494382	0.0601273885350319
WP_003523036.1	0.701838992198421	18	0.17001404494382	0.217051971326165
WP_004463666.1	0.82235743817736	14	0.0255828651685393	0.0676623376623377
WP_004463712.1	0.887470822155911	24	0.00731039325842697	0.0389179104477612
WP_004463776.1	0.719929164261319	39	0.13622893258427	0.188339805825243
WP_004463784.1	0.637461313893939	30	0.308202247191011	0.334257425742574
WP_004463813.1	0.87865469394995	14	0.00877106741573034	0.0420875420875421
WP_011837932.1	0.739998329981298	10	0.104438202247191	0.159570815450644
WP_011838186.1	0.728691877681138	13	0.121720505617978	0.175449041372351
WP_014522587.1	0.775613636306761	24	0.0595786516853933	0.112669322709163
WP_014522588.1	0.733245538625301	68	0.114719101123595	0.168760330578512
WP_014522594.1	0.891031783994892	61	0.00681179775280899	0.038046875
WP_014522595.1	0.735191401566884	7	0.111783707865169	0.166767782426778
WP_014522596.1	0.485391781065364	3	0.595933988764045	0.602278211497516
WP_014522599.1	0.697220164805239	14	0.179241573033708	0.224881057268722
WP_014522610.1	0.959732819534138	28	0.00173455056179775	0.027752808988764
WP_014522611.1	0.512206249079638	2	0.549719101123595	0.559142857142857
WP_014522619.1	0.785630105256675	39	0.0503932584269663	0.101424541607898
WP_014522626.1	1.01029910637826	18	0.000632022471910112	0.0219512195121951
WP_014522629.1	0.741195171488924	11	0.102542134831461	0.158345945945946
WP_014522631.1	0.815637370298848	13	0.0291011235955056	0.0724475524475525
WP_014522642.1	0.756750398563551	18	0.0806952247191011	0.136149289099526
WP_014522658.1	0.831504373686332	7	0.0215098314606742	0.0625102040816327
WP_020458025.1	0.82315926524058	33	0.0251334269662921	0.0672744360902256
WP_023062381.1	0.732245662028642	19	0.116425561797753	0.170390544707091
WP_037294696.1	0.611788207880016	6	0.362120786516854	0.382253521126761
WP_037294838.1	0.824104040111044	30	0.0245997191011236	0.0663705103969754
WP_037295047.1	0.663389237715211	77	0.251130617977528	0.28381746031746
WP_041740033.1	0.794225056954751	5	0.0429002808988764	0.0924205748865356
WP_080552882.1	0.577896877620242	19	0.428307584269663	0.441963768115942
WP_095522195.1	0.659179302769114	18	0.260456460674157	0.2925
